id,birthdate,department,sex,panel,speed_test_average,leave_date,leave_reason
14789,1969-11-01,59,F,1,5055571,2016-11-03,exit
14790,1992-02-01,68,M,1,2863893,,
14791,1963-09-01,75,F,1,4838744,,
14792,1949-02-01,77,F,1,0,2013-05-13,exclusion
14793,1973-04-01,77,F,1,0,2015-05-20,exit
14794,1955-12-01,77,M,1,0,2013-06-12,retractation
14795,1987-07-01,77,M,1,171091,2015-11-03,exclusion
14796,1937-12-01,81,F,1,1969145,2015-10-02,exclusion
14797,1964-10-01,81,M,1,2827318,,
14798,1964-03-01,81,M,1,1562138,,
14799,1992-05-01,81,M,1,0,2014-08-14,exclusion
14800,1973-09-01,81,F,1,0,2013-04-04,retractation
14801,1937-05-01,85,F,1,1603414,2017-05-02,exit
14802,1986-09-01,85,F,1,4058279,,
14803,1942-10-01,08,M,1,3073531,,
14804,1950-11-01,95,M,1,3739530,,
14805,1953-12-01,24,F,1,0,2015-02-27,exit
14806,1965-06-01,34,M,1,1780686,,
14807,1965-10-01,50,F,1,5843343,,
14808,1967-02-01,50,F,1,1956547,,
14809,1965-06-01,50,F,1,1909451,2017-10-10,exit
14810,1950-08-01,50,F,1,2151088,,
14811,1947-04-01,75,M,1,3568774,,
14812,1943-12-01,75,M,1,5536299,,
14813,1943-04-01,83,F,1,2633798,,
14814,1951-02-01,87,F,1,1705880,,
14815,1937-11-01,87,F,1,2602505,,
14816,1993-08-01,75,F,1,3851780,2019-04-17,exit
14817,1941-06-01,17,F,1,2091563,,
14818,1951-11-01,17,M,1,4029324,,
14819,1970-09-01,36,M,1,1531156,,
14820,1992-08-01,47,M,1,0,2014-03-18,exclusion
14821,1990-10-01,51,M,1,0,2015-05-15,exclusion
14822,1953-11-01,62,F,1,4146012,,
14823,1965-07-01,13,F,1,1983798,,
14824,1988-02-01,84,F,1,1944472,2018-09-19,exit
14825,1976-12-01,84,F,1,1967436,2018-08-28,exit
14826,1964-06-01,84,M,1,2450583,2016-12-07,exclusion
14827,1959-07-01,30,F,1,0,2015-08-31,exit
14828,1964-12-01,30,F,1,3474831,2019-03-11,exit
14829,1977-09-01,30,M,1,3376086,,
14830,1969-09-01,55,M,1,0,2013-11-13,exit
14831,1978-06-01,57,F,1,3086890,,
14832,1989-02-01,69,F,1,0,2014-07-25,exit
14833,1955-01-01,69,M,1,0,2014-03-10,exclusion
14834,1968-03-01,72,M,1,2249497,,
14835,1975-10-01,72,M,1,1716823,2018-09-03,exit
14836,1948-04-01,72,F,1,4001298,,
14837,1981-08-01,72,F,1,1231532,,
14838,1988-01-01,74,F,1,0,2015-03-20,exclusion
14839,1954-06-01,74,M,1,0,2013-03-01,exit
14840,1946-11-01,74,F,1,0,2015-04-13,exit
14841,1947-09-01,74,M,1,0,2015-04-13,exit
14842,1976-02-01,74,F,1,4027301,,
14843,1981-08-01,74,F,1,2322096,,
14844,1992-12-01,75,M,1,4174878,,
14845,1988-05-01,77,M,1,3786808,2019-01-11,exclusion
14846,1961-06-01,93,F,1,831126,2016-05-13,exit
14847,1951-06-01,13,M,1,4272352,,
14848,1973-02-01,17,F,1,2073854,,
14849,1965-04-01,32,F,1,3008290,,
14850,1966-08-01,50,M,1,1348282,,
14851,1969-11-01,59,F,1,4902999,,
14852,1982-03-01,83,F,1,234222,2016-11-14,exclusion
14853,1959-05-01,12,M,1,2378375,,
14854,1948-11-01,12,M,1,2773896,,
14855,1968-02-01,27,F,1,732310,,
14856,1985-08-01,27,F,1,1609583,2018-07-09,exclusion
14857,1975-01-01,27,M,1,3737122,,
14858,1954-05-01,31,F,1,3246178,,
14859,1971-06-01,35,F,1,3438361,,
14860,1990-08-01,35,M,1,4031732,2019-04-08,exclusion
14861,1966-09-01,41,M,1,2766634,,
14862,1950-07-01,43,M,1,1864264,,
14863,1973-07-01,50,M,1,2948985,,
14864,1976-04-01,67,F,1,870397,2016-01-27,exclusion
14865,1975-11-01,69,F,1,5211013,,
14866,1970-05-01,69,F,1,1139742,2016-10-18,exit
14867,1975-10-01,75,M,1,3446392,2018-02-22,exit
14868,1971-11-01,80,M,1,1315524,2017-10-11,exit
14869,1974-03-01,84,F,1,3992006,,
14870,1963-02-01,45,M,1,3665848,,
14871,1955-06-01,83,M,1,3084830,,
14872,1957-12-01,06,F,1,3366882,,
14873,1980-11-01,72,M,1,5547451,,
14874,1901-01-01,06,M,1,0,2014-03-28,exclusion
14875,1985-11-01,93,F,1,5779440,2016-12-14,exclusion
14876,1972-03-01,77,F,1,5913378,,
14877,1993-06-01,17,M,1,0,2014-08-12,exclusion
14878,1968-08-01,44,F,1,2109434,,
14879,1955-03-01,44,F,1,2919704,,
14880,1982-03-01,12,M,1,3323932,,
14881,1960-01-01,22,M,1,4977053,2017-01-02,exit
14882,1953-01-01,31,F,1,3296360,,
14883,1948-10-01,31,F,1,0,2013-07-03,exit
14884,1939-04-01,46,M,1,0,2013-08-05,exit
14885,1994-11-01,30,M,1,0,2015-09-02,exclusion
14886,1969-03-01,50,F,1,3232796,,
14887,1972-05-01,59,F,1,2923372,,
14888,1955-07-01,74,F,1,3795622,,
14889,1990-07-01,13,F,1,3957341,,
14890,1951-02-01,16,F,1,1798644,,
14891,1959-05-01,25,M,1,0,2014-01-31,exclusion
14892,1974-08-01,27,M,1,3153073,,
14893,1979-09-01,56,F,1,1088767,,
14894,1986-08-01,56,F,1,3671231,2017-03-27,exit
14895,1976-10-01,56,M,1,0,2014-02-24,exclusion
14896,1972-02-01,56,F,1,941993,,
14897,1962-10-01,67,M,1,0,2013-06-25,exit
14898,1962-06-01,67,M,1,2576953,,
14899,1978-04-01,67,M,1,1837563,2016-10-20,exit
14900,1972-01-01,67,F,1,2370804,,
14901,1991-01-01,76,F,1,3008031,,
14902,1965-02-01,60,F,1,4559571,,
14903,1972-07-01,13,M,1,0,2014-08-27,exclusion
14904,1949-05-01,13,M,1,4058999,,
14905,1959-09-01,13,F,1,2710250,2016-11-14,exclusion
14906,1976-10-01,16,M,1,1078984,,
14907,1978-06-01,16,M,1,0,2014-06-13,exclusion
14908,1953-08-01,16,F,1,0,2014-07-10,exclusion
14909,1989-08-01,44,F,1,2151834,2016-01-27,exclusion
14910,1953-10-01,16,M,1,0,2014-08-11,exclusion
14911,1991-08-01,21,F,1,3667898,,
14912,1973-06-01,26,F,1,5547630,,
14913,1979-12-01,26,M,1,3229214,2018-06-11,exit
14914,1986-07-01,26,M,1,2316097,,
14915,1973-04-01,42,F,1,2242823,2016-12-14,exclusion
14916,1989-02-01,43,M,1,3317943,,
14917,1994-11-01,58,M,1,0,2013-05-06,exit
14918,1938-03-01,58,F,1,0,2014-09-03,death
14919,1972-01-01,59,F,1,1773050,,
14920,1953-10-01,60,M,1,2417199,,
14921,1974-11-01,60,F,1,3030849,,
14922,1981-03-01,75,F,1,3740738,2015-11-03,exit
14923,1967-10-01,75,M,1,4359122,,
14924,1943-03-01,75,F,1,4306899,,
14925,1977-03-01,75,F,1,6989247,2019-03-04,exclusion
14926,1958-12-01,80,F,1,4604013,,
14927,1950-10-01,80,F,1,2624037,,
14928,1957-03-01,83,M,1,860576,,
14929,1978-03-01,91,M,1,0,2014-10-29,exclusion
14930,1984-05-01,60,F,1,0,2014-03-21,exclusion
14931,1993-10-01,60,M,1,1757321,2016-12-14,exclusion
14932,1978-04-01,60,F,1,5588525,,
14933,1963-01-01,60,F,1,3407903,,
14934,1966-09-01,62,M,1,0,2014-05-02,exit
14935,1968-09-01,62,F,1,3593751,,
14936,1972-09-01,62,M,1,4612823,,
14937,1962-06-01,67,F,1,0,2013-09-04,retractation
14938,1953-01-01,78,M,1,1953356,2017-01-04,res_conv
14939,1972-04-01,67,F,1,4139200,2016-10-06,exit
14940,1971-06-01,74,M,1,2284850,2017-10-30,exit
14941,1989-02-01,75,F,1,0,2015-07-01,exclusion
14942,1975-03-01,75,M,1,1530356,2016-08-29,exit
14943,1971-07-01,75,M,1,8069515,2016-11-09,exit
14944,1968-05-01,76,M,1,2127714,,
14945,1994-08-01,02,F,1,2862812,2018-02-14,exit
14946,1957-07-01,91,M,1,6231705,,
14947,1949-10-01,91,F,1,2475054,,
14948,1955-10-01,91,F,1,3016883,2017-03-06,exclusion
14949,1962-02-01,32,M,1,1523309,2018-03-01,exit
14950,1985-07-01,40,M,1,3648731,2019-01-21,exclusion
14951,1986-03-01,40,M,1,0,2013-10-08,exit
14952,1982-05-01,67,F,1,0,2015-10-02,exit
14953,1994-03-01,16,M,1,627103,2016-12-14,exclusion
14954,1969-09-01,42,M,1,5425897,,
14955,1992-12-01,44,M,1,0,2014-03-10,exclusion
14956,1947-01-01,49,M,1,0,2014-05-21,exclusion
14957,1937-04-01,56,F,1,1151812,2017-03-01,exit
14958,1955-10-01,67,M,1,2897836,2016-08-22,exclusion
14959,1990-12-01,67,M,1,1369536,2015-11-12,exclusion
14960,1963-03-01,74,F,1,0,2014-03-10,exclusion
14961,1972-10-01,74,M,1,0,2013-07-25,exit
14962,1960-02-01,74,F,1,3549419,,
14963,1963-08-01,74,M,1,0,2014-06-26,exclusion
14964,1939-04-01,77,F,1,0,2014-08-01,exit
14965,1984-06-01,86,M,1,3474772,,
14966,1955-10-01,08,F,1,2865589,,
14967,1952-05-01,15,F,1,3096683,,
14968,1956-07-01,29,F,1,0,2014-04-29,exit
14969,1949-12-01,29,M,1,3236950,2019-06-24,exit
14970,1964-11-01,29,F,1,3157297,2017-12-14,exclusion
14971,1974-04-01,29,M,1,3423712,,
14972,1942-02-01,43,F,1,0,2013-07-29,exit
14973,1941-09-01,43,M,1,2445159,,
14974,1972-01-01,43,M,1,2302549,2017-04-12,exit
14975,1968-09-01,56,F,1,2696082,,
14976,1987-01-01,60,F,1,5765924,2016-01-22,exit
14977,1980-12-01,78,F,1,1613588,2019-04-08,exclusion
14978,1966-06-01,63,F,1,0,2013-08-08,exit
14979,1947-05-01,29,M,1,1448137,,
14980,1972-05-01,30,F,1,2535232,2017-06-27,exit
14981,1979-03-01,59,F,1,0,2014-06-04,exclusion
14982,1971-11-01,59,F,1,0,2013-06-05,exit
14983,1974-01-01,76,M,1,2796848,,
14984,1979-02-01,83,M,1,3778852,2018-11-12,exclusion
14985,1948-08-01,29,F,1,1597564,2016-09-27,death
14986,1951-06-01,33,F,1,2399752,,
14987,1942-04-01,33,F,1,1628858,2017-02-01,exit
14988,1946-11-01,42,F,1,1608097,2018-02-28,exit
14989,1992-10-01,49,M,1,0,2014-10-28,exclusion
14990,1969-01-01,49,F,1,1526839,,
14991,1978-03-01,56,M,1,0,2014-10-17,exit
14992,1963-04-01,60,F,1,1986949,,
14993,1967-01-01,62,F,1,0,2013-12-16,death
14994,1966-11-01,72,M,1,0,2014-04-03,exclusion
14995,1993-05-01,76,M,1,4570639,2018-03-22,exit
14996,1963-10-01,76,F,1,550161,2015-06-19,exit
14997,1973-06-01,93,M,1,5911241,,
14998,1982-08-01,85,F,1,2200957,,
14999,1950-07-01,69,M,1,1350115,2016-11-14,exit
15000,1973-04-01,75,M,1,4516110,,
15001,1956-04-01,75,M,1,6361313,,
15002,1953-01-01,75,F,1,5610799,,
15003,1986-03-01,93,F,1,3159346,2019-01-25,exit
15004,1959-08-01,78,F,1,4189148,,
15005,1982-07-01,80,F,1,2728444,,
15006,1979-05-01,27,F,1,2877628,,
15007,1978-03-01,76,M,1,4660859,,
15008,1989-11-01,95,F,1,0,2015-03-20,exclusion
15009,1993-02-01,59,M,1,2670948,2018-11-12,exclusion
15010,1974-07-01,54,F,1,5749245,,
15011,1950-12-01,55,M,1,2746255,,
15012,1965-07-01,67,F,1,2643377,,
15013,1949-06-01,25,M,1,3829134,,
15014,1949-03-01,29,F,1,2053635,,
15015,1949-05-01,35,F,1,3197549,,
15016,1948-02-01,16,M,1,2175808,,
15017,1955-03-01,17,M,1,4551507,,
15018,1965-07-01,17,M,1,2777086,,
15019,1953-06-01,33,M,1,2566333,,
15020,1981-05-01,47,F,1,1689155,,
15021,1960-05-01,01,F,1,4220173,,
15022,1967-02-01,74,M,1,4169175,2019-04-04,exit
15023,1968-12-01,26,M,1,2202675,,
15024,1958-08-01,38,M,1,2296388,,
15025,1980-05-01,69,M,1,1308047,2018-01-22,exit
15026,1974-07-01,74,F,1,3133231,,
15027,1985-06-01,60,M,1,3109737,,
15028,1946-05-01,12,F,1,2460594,2019-04-15,death
15029,1957-08-01,13,M,1,3157444,,
15030,1981-05-01,40,M,1,2392287,2016-02-11,exclusion
15031,1948-01-01,42,F,1,0,2014-02-19,exclusion
15032,1983-11-01,43,M,1,0,2014-09-15,exclusion
15033,1967-08-01,43,F,1,0,2015-07-01,exclusion
15034,1981-01-01,43,M,1,3518153,,
15035,1975-04-01,64,F,1,1769702,,
15036,1958-06-01,66,F,1,2477444,,
15037,1960-11-01,92,F,1,4071069,,
15038,1958-08-01,52,M,1,2954858,2017-05-23,exit
15039,1993-05-01,94,F,1,0,2014-05-20,exclusion
15040,1944-01-01,13,F,1,2984230,,
15041,1954-10-01,78,M,1,7179249,,
15042,1982-04-01,77,M,1,2832593,,
15043,1980-12-01,86,F,1,2011233,2018-03-21,exclusion
15044,1958-10-01,85,F,1,2211740,,
15045,1992-06-01,28,M,1,3558757,,
15046,1965-05-01,21,F,1,4771454,,
15047,1957-02-01,71,M,1,0,2014-02-11,exit
15048,1948-06-01,25,M,1,2793321,,
15049,1960-05-01,39,F,1,2392142,,
15050,1942-11-01,39,M,1,2599994,,
15051,1993-07-01,44,F,1,5115946,,
15052,1955-04-01,17,F,1,3766139,,
15053,1947-05-01,72,M,1,3066927,,
15054,1969-03-01,17,M,1,1981151,,
15055,1947-05-01,86,F,1,5273029,,
15056,1961-05-01,40,F,1,3700533,,
15057,1993-03-01,12,F,1,0,2014-01-27,exit
15058,1965-09-01,74,F,1,4780874,,
15059,1989-06-01,26,M,1,0,2015-04-14,exclusion
15060,1953-05-01,38,F,1,2281049,,
15061,1952-01-01,69,F,1,6401564,,
15062,1948-09-01,38,F,1,2224264,,
15063,1968-12-01,38,F,1,1976387,,
15064,1967-02-01,63,F,1,2848082,,
15065,1943-02-01,06,M,1,4965348,,
15066,1982-04-01,13,F,1,2485598,,
15067,1968-06-01,89,F,1,0,2014-03-24,exclusion
15068,1988-01-01,95,M,1,2111799,,
15069,1956-06-01,77,F,1,5557614,2019-04-08,exclusion
15070,1969-12-01,77,F,1,0,2014-06-26,exclusion
15071,1964-12-01,17,F,1,2516121,2017-07-28,exit
15072,1945-05-01,60,F,1,2868571,2016-01-27,exclusion
15073,1979-05-01,77,F,1,1138611,2018-11-19,exit
15074,1972-04-01,27,M,1,3086614,,
15075,1971-07-01,18,M,1,2803791,,
15076,1970-08-01,13,F,1,4020341,2018-07-09,exclusion
15077,1940-10-01,45,M,1,2668080,2016-11-24,exit
15078,1942-10-01,14,M,1,6568898,,
15079,1971-02-01,14,F,1,4328876,,
15080,1970-04-01,54,M,1,2504514,,
15081,1977-02-01,79,F,1,2385450,,
15082,1978-05-01,54,F,1,3404213,,
15083,1972-02-01,57,F,1,3775950,,
15084,1976-04-01,67,F,1,2286281,2018-09-17,exit
15085,1966-08-01,35,M,1,1437544,,
15086,1957-04-01,31,M,1,3505645,,
15087,1963-10-01,40,M,1,2456907,,
15088,1977-08-01,31,F,1,2287742,,
15089,1959-05-01,31,M,1,3345635,,
15090,1992-08-01,69,M,1,4709922,2017-12-14,exclusion
15091,1985-09-01,31,M,1,2986985,2016-04-07,exclusion
15092,1992-03-01,31,F,1,2031193,2019-05-21,exclusion
15093,1977-08-01,31,F,1,1514057,2017-03-06,exclusion
15094,1942-05-01,74,F,1,2682430,2016-10-26,exit
15095,1986-03-01,34,M,1,0,2014-01-31,exclusion
15096,1954-07-01,34,F,1,0,2015-03-13,exit
15097,1976-10-01,34,M,1,2365255,,
15098,1955-07-01,06,F,1,3343925,2019-02-05,exit
15099,1975-08-01,06,F,1,4437099,2019-03-04,exclusion
15100,1977-08-01,06,F,1,0,2014-04-03,exclusion
15101,1985-04-01,13,M,1,0,2014-06-19,exit
15102,1964-12-01,13,F,1,1691163,2016-01-13,exit
15103,1993-05-01,84,F,1,0,2014-04-29,exit
15104,1979-12-01,84,F,1,1895266,,
15105,1981-03-01,95,M,1,0,2013-06-12,exclusion
15106,1965-10-01,44,F,1,3466339,,
15107,1961-05-01,44,F,1,3829059,,
15108,1962-07-01,44,F,1,1049200,2016-07-08,exclusion
15109,1981-01-01,49,F,1,0,2015-09-02,exclusion
15110,1976-01-01,72,M,1,1901132,2015-11-20,exit
15111,1966-11-01,81,F,1,3687142,,
15112,1971-11-01,87,M,1,5599144,,
15113,1948-05-01,92,M,1,5270452,,
15114,1975-01-01,25,F,1,2906041,,
15115,1944-12-01,66,F,1,0,2013-10-16,exit
15116,1985-05-01,02,F,1,0,2014-03-10,exclusion
15117,1962-05-01,02,M,1,3433334,,
15118,1964-06-01,60,M,1,0,2014-02-12,exit
15119,1961-05-01,60,F,1,7016175,,
15120,1990-02-01,34,M,1,3069493,2019-05-21,exclusion
15121,1948-05-01,34,M,1,5507216,,
15122,1960-02-01,19,F,1,3133216,,
15123,1979-01-01,75,F,1,0,2014-11-21,exit
15124,1991-09-01,77,F,1,0,2015-06-11,exit
15125,1972-08-01,59,M,1,4968370,2017-10-17,exclusion
15126,1962-05-01,57,M,1,3648891,,
15127,1979-01-01,35,F,1,0,2015-09-02,exclusion
15128,1959-02-01,42,F,1,4951250,,
15129,1955-05-01,42,M,1,4692833,,
15130,1941-05-01,83,F,1,2181580,2018-06-06,exit
15131,1956-07-01,78,F,1,1751068,,
15132,1949-07-01,42,M,1,3281605,,
15133,1944-02-01,34,M,1,3933709,,
15134,1982-04-01,33,F,1,3291146,,
15135,1969-10-01,29,M,1,2953956,,
15136,1983-10-01,56,F,1,3578646,,
15137,1956-12-01,56,F,1,2882434,,
15138,1980-07-01,69,F,1,3735929,2016-11-25,exclusion
15139,1984-05-01,20,F,1,2412242,2019-05-21,exclusion
15140,1949-12-01,76,M,1,2517987,,
15141,1966-10-01,28,F,1,4777966,,
15142,1952-04-01,43,F,1,3372113,,
15143,1959-06-01,74,F,1,5845245,2018-11-12,exclusion
15144,1991-09-01,94,M,1,0,2015-05-12,exclusion
15145,1965-07-01,45,F,1,0,2015-11-12,exclusion
15146,1942-04-01,75,F,1,5242227,,
15147,1982-04-01,75,M,1,3548952,,
15148,1973-04-01,10,M,1,0,2015-01-06,exclusion
15149,1980-12-01,77,F,1,0,2014-03-28,exclusion
15150,1985-03-01,60,F,1,4312874,,
15151,1951-12-01,60,M,1,3600238,,
15152,1964-12-01,80,F,1,0,2014-03-10,exclusion
15153,1971-04-01,80,M,1,2462129,2018-04-25,exclusion
15154,1989-07-01,80,M,1,5119343,,
15155,1986-08-01,37,M,1,3555589,,
15156,1987-10-01,37,M,1,4478060,2018-04-25,exclusion
15157,1989-11-01,37,M,1,0,2014-03-28,exclusion
15158,1942-02-01,86,M,1,791293,2018-07-19,exit
15159,1951-08-01,86,F,1,0,2014-05-06,exit
15160,1959-07-01,34,F,1,3496227,,
15161,1950-09-01,34,M,1,2236189,2018-10-17,exit
15162,1971-10-01,34,M,1,3358082,,
15163,1972-05-01,34,F,1,4505085,,
15164,1991-04-01,13,F,1,1333924,2016-04-21,exclusion
15165,1965-10-01,76,F,1,3000091,,
15166,1956-11-01,41,F,1,2775963,,
15167,1948-11-01,41,M,1,4188024,,
15168,1961-11-01,45,M,1,4701195,,
15169,1959-10-01,45,M,1,4718826,,
15170,1986-04-01,54,M,1,0,2015-02-27,exclusion
15171,1970-12-01,69,M,1,3183146,,
15172,1986-01-01,44,F,1,0,2015-09-15,exclusion
15173,1982-03-01,49,M,1,3427969,,
15174,1947-10-01,49,M,1,2449499,,
15175,1937-11-01,35,F,1,178958,2016-12-14,exclusion
15176,1987-05-01,35,M,1,0,2014-06-06,exit
15177,1950-03-01,56,M,1,0,2013-06-25,exit
15178,1959-06-01,30,F,1,3660529,,
15179,1976-02-01,13,M,1,0,2014-09-15,exclusion
15180,1977-04-01,13,F,1,3415186,2019-03-04,exclusion
15181,1976-12-01,64,M,1,4957417,2016-08-22,exclusion
15182,1957-12-01,19,M,1,3600987,,
15183,1978-10-01,22,M,1,0,2014-10-29,exclusion
15184,1965-01-01,84,F,1,0,2014-04-25,exclusion
15185,1968-06-01,93,F,1,0,2014-11-28,exit
15186,1974-05-01,89,M,1,3547847,,
15187,1980-05-01,76,M,1,3190451,,
15188,1940-04-01,67,F,1,3213524,,
15189,1968-10-01,29,F,1,4097536,,
15190,1957-01-01,33,M,1,3101811,2017-01-12,exit
15191,1991-07-01,62,F,1,5195368,,
15192,1986-09-01,62,F,1,2589784,2019-05-21,exclusion
15193,1973-08-01,56,F,1,3900291,2017-06-26,exclusion
15194,1953-03-01,13,M,1,2748598,,
15195,1971-07-01,75,F,1,6800815,,
15196,1970-12-01,17,M,1,4221840,,
15197,1991-04-01,94,F,1,3916247,,
15198,1945-11-01,77,F,1,0,2013-04-08,exclusion
15199,1991-02-01,77,F,1,0,2013-06-12,exclusion
15200,1959-01-01,77,F,1,0,2014-02-17,exit
15201,1972-01-01,76,M,1,3629322,,
15202,1968-04-01,25,M,1,3137409,,
15203,1985-12-01,70,M,1,0,2015-10-02,exclusion
15204,1958-12-01,72,F,1,2673954,,
15205,1990-01-01,72,F,1,0,2014-04-03,exclusion
15206,1938-09-01,26,F,1,0,2013-10-29,exit
15207,1961-04-01,42,M,1,2102523,,
15208,1951-04-01,63,F,1,2916387,,
15209,1971-11-01,67,F,1,2609125,,
15210,1955-02-01,35,F,1,2562480,,
15211,1956-06-01,75,F,1,4017892,,
15212,1964-07-01,62,M,1,1518230,,
15213,1967-06-01,17,F,1,4486503,2016-08-22,exclusion
15214,1957-04-01,93,M,1,0,2014-06-26,exclusion
15215,1980-08-01,62,F,1,2556446,,
15216,1952-01-01,60,F,1,1995905,,
15217,1974-03-01,59,M,1,3781616,,
15218,1968-03-01,31,F,1,937391,2016-09-22,exclusion
15219,1978-04-01,31,F,1,3465026,,
15220,1969-04-01,64,F,1,0,2015-06-11,exit
15221,1970-04-01,09,F,1,3414078,,
15222,1961-12-01,45,F,1,3554265,2018-02-06,exclusion
15223,1982-07-01,35,F,1,0,2015-02-06,exclusion
15224,1967-08-01,35,M,1,3953339,,
15225,1962-06-01,13,M,1,1089758,,
15226,1968-06-01,45,M,1,0,2015-07-01,exclusion
15227,1973-05-01,75,M,1,5585003,,
15228,1956-09-01,16,M,1,406848,2016-06-06,exit
15229,1952-01-01,76,M,1,4441461,,
15230,1983-08-01,92,F,1,3644237,,
15231,1986-09-01,74,F,1,2345124,,
15232,1966-10-01,09,F,1,3187827,2019-01-21,exclusion
15233,1981-10-01,32,M,1,2506437,2018-08-28,exclusion
15234,1968-11-01,42,M,1,3262369,,
15235,1975-06-01,83,F,1,3554022,2016-08-22,exclusion
15236,1980-12-01,42,F,1,0,2017-11-10,exclusion
15237,1966-01-01,83,F,1,2452131,,
15238,1959-02-01,67,M,1,3670968,,
15239,1970-08-01,31,F,1,2539885,,
15240,1982-02-01,10,M,1,0,2014-06-26,exclusion
15241,1949-09-01,08,M,1,0,2015-02-06,exclusion
15242,1979-05-01,93,F,1,0,2014-04-29,exclusion
15243,1969-01-01,91,M,1,0,2014-03-21,exclusion
15244,1966-11-01,91,F,1,5213560,2017-09-22,exit
15245,1959-06-01,91,F,1,5081061,,
15246,1972-07-01,91,F,1,0,2014-06-26,exclusion
15247,1968-12-01,69,M,1,2572040,,
15248,1978-07-01,75,M,1,4912676,,
15249,1988-03-01,34,M,1,2316656,2018-05-29,exclusion
15250,1978-03-01,74,F,1,3709197,,
15251,1989-03-01,75,M,1,2476756,,
15252,1959-03-01,75,M,1,6215349,,
15253,1967-04-01,92,F,1,4990770,,
15254,1974-10-01,92,F,1,4005391,,
15255,1963-06-01,81,F,1,0,2014-09-26,exclusion
15256,1961-12-01,74,F,1,2927367,,
15257,1968-11-01,75,M,1,1681245,2016-10-06,exclusion
15258,1962-05-01,60,M,1,4748592,,
15259,1964-11-01,50,F,1,0,2014-03-14,exit
15260,1978-04-01,17,F,1,5782356,,
15261,1971-05-01,29,M,1,0,2013-11-12,retractation
15262,1950-04-01,59,M,1,4422657,,
15263,1961-03-01,75,F,1,4186246,,
15264,1958-04-01,22,F,2,1612514,,
15265,1985-09-01,84,F,2,1281446,,
15266,1997-09-01,56,F,2,0,2016-09-21,exclusion
15267,1950-02-01,35,M,2,2455049,,
15268,1952-04-01,29,M,2,3246196,,
15269,1937-05-01,23,M,2,477436,,
15270,1964-11-01,23,F,2,3824753,,
15271,1966-01-01,23,F,2,3389908,,
15272,1994-01-01,23,F,2,0,2016-06-01,exit
15273,1949-11-01,44,M,2,3291065,,
15274,1960-08-01,44,F,2,2391937,,
15275,1963-02-01,44,F,2,0,2017-03-22,exclusion
15276,1954-01-01,22,M,2,1664698,2018-07-05,exit
15277,1976-05-01,75,M,2,4963500,,
15278,1991-12-01,49,F,2,3478298,2018-12-21,exit
15279,1966-05-01,84,F,2,2547746,,
15280,1965-06-01,84,M,2,0,2017-03-22,exclusion
15281,1965-04-01,44,F,2,3393961,,
15282,1944-03-01,22,F,2,0,2016-04-01,exit
15283,1969-01-01,29,M,2,2619827,2018-10-30,exit
15284,1970-11-01,29,F,2,0,2017-03-22,exclusion
15285,1938-05-01,74,F,2,0,2016-10-20,exit
15286,1984-02-01,49,F,2,2957600,,
15287,1963-01-01,25,F,2,3809460,,
15288,1964-01-01,87,M,2,2960405,,
15289,1964-07-01,37,M,2,4061131,,
15290,1956-03-01,24,F,2,0,2016-04-01,exit
15291,1972-01-01,44,F,2,2090748,,
15292,1964-11-01,30,M,2,3297385,,
15293,1956-03-01,71,M,2,4369274,,
15294,1984-02-01,35,F,2,2388169,,
15295,1989-03-01,35,F,2,3698023,,
15296,1985-09-01,29,M,2,0,2017-03-22,exclusion
15297,1943-12-01,61,M,2,2032976,,
15298,1982-05-01,74,F,2,3429314,,
15299,1950-03-01,22,M,2,1925718,,
15300,1960-10-01,66,M,2,1419812,,
15301,1973-12-01,34,M,2,0,2017-03-22,exclusion
15302,1954-11-01,34,F,2,2965915,,
15303,1956-03-01,35,F,2,2069901,2017-12-04,exit
15304,1964-11-01,30,M,2,3896078,,
15305,1989-12-01,92,F,2,2629788,,
15306,1937-10-01,75,M,2,5178226,,
15307,1989-04-01,42,M,2,2911552,,
15308,1950-03-01,87,M,2,1253754,,
15309,1966-12-01,88,M,2,3597023,2018-08-28,exclusion
15310,1953-01-01,88,M,2,1322412,,
15311,1962-02-01,24,F,2,1875705,2019-05-21,exclusion
15312,1967-01-01,24,F,2,2870437,,
15313,1958-11-01,86,F,2,3187815,,
15314,1964-01-01,33,F,2,1613925,,
15315,1953-12-01,35,M,2,6185526,,
15316,1962-04-01,13,F,2,7875848,2018-03-21,exclusion
15317,1959-12-01,13,F,2,0,2016-11-16,exit
15318,1955-06-01,83,F,2,3828460,,
15319,1974-06-01,67,F,2,5684192,,
15320,1952-10-01,52,M,2,6015288,,
15321,1969-11-01,25,M,2,4096637,,
15322,1975-11-01,59,F,2,6153334,,
15323,1983-05-01,90,M,2,5582570,2019-01-21,exclusion
15324,1972-10-01,52,M,2,2386141,,
15325,1964-07-01,52,F,2,4239189,2018-10-10,exclusion
15326,1958-02-01,52,M,2,3137983,,
15327,1976-10-01,73,M,2,2737548,,
15328,1977-12-01,34,F,2,2694236,,
15329,1971-10-01,30,M,2,2129840,,
15330,1990-12-01,83,F,2,3785103,,
15331,1986-04-01,13,M,2,2143660,,
15332,1969-09-01,11,F,2,2637953,,
15333,1957-03-01,44,F,2,2038310,,
15334,1967-04-01,44,F,2,4062803,,
15335,1948-12-01,75,F,2,0,2017-03-22,exclusion
